,0,1,2,3,4,5
215,"kyungpooknationaluniversity,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-maxplanckinstituteforbiologicalcybernetics,de","koreaadvancedinstituteofscienceandtechnology,kr-maxplanckinstituteforbiologicalcybernetics,de	maxplanckinstituteforbiologicalcybernetics,de-koreaadvancedinstituteofscienceandtechnology,kr","maxplanckinstituteforbiologicalcybernetics,de-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-maxplanckinstituteforbiologicalcybernetics,de","koreaadvancedinstituteofscienceandtechnology,kr-maxplanckinstituteforbiologicalcybernetics,de	maxplanckinstituteforbiologicalcybernetics,de-saarlanduniversity,de","maxplanckinstituteforbiologicalcybernetics,de-saarlanduniversity,de	saarlanduniversity,de-maxplanckinstituteforinformatics,de","saarlanduniversity,de-maxplanckinstituteforinformatics,de	maxplanckinstituteforinformatics,de-ulsannationalinstituteofscienceandtechnology,kr"
216,"purdueuniversity,us-purduevaccine,us	purduevaccine,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
217,"universityofmaryland,us-theuniversityoftexasataustin,us	theuniversityoftexasataustin,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
218,"seoulnationaluniversity,kr-georgiainstituteoftechnology,us	georgiainstituteoftechnology,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
219,"universityofnorthcarolinaatchapelhill,us-vanderbiltuniversity,us	vanderbiltuniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
220,"aarhusuniversity,dk-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-kansasstateuniversity,us","koreaadvancedinstituteofscienceandtechnology,kr-kansasstateuniversity,us	kansasstateuniversity,us-koreauniversity,kr","kansasstateuniversity,us-koreauniversity,kr	koreauniversity,kr-koreauniversity,kr","koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-innopolisuniversity,ru",,
221,"koreaadvancedinstituteofscienceandtechnology,kr-carnegiemellonuniversity,us	carnegiemellonuniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
222,"hongkonguniversityofscienceandtechnology,cn-purdueuniversity,us	purdueuniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
223,"seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-universityofhouston,us",,,,,
224,"seoulnationaluniversity,kr-universityofcoloradoboulder,us	universityofcoloradoboulder,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
225,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-hanshinuniversity,kr",,,,,
226,"koreaadvancedinstituteofscienceandtechnology,kr-stanforduniversity,us	stanforduniversity,us-universityofbritishcolumbia,ca","stanforduniversity,us-universityofbritishcolumbia,ca	universityofbritishcolumbia,ca-koreaadvancedinstituteofscienceandtechnology,kr","universityofbritishcolumbia,ca-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversityofscienceandtechnology,kr",,,
227,"seoulnationaluniversity,kr-theuniversityoftexasataustin,us	theuniversityoftexasataustin,us-gachonuniversity,kr",,,,,
228,"chung-anguniversity,kr-bournemouthuniversity,uk	bournemouthuniversity,uk-seoulnationaluniversityofscienceandtechnology,kr",,,,,
229,"yonseiuniversity,kr-nanyangtechnologicaluniversity,sg	nanyangtechnologicaluniversity,sg-tongmyonguniversity,kr",,,,,
230,"gwangjuinstituteofscienceandtechnology,kr-gwangjuinstituteofscienceandtechnology,kr	gwangjuinstituteofscienceandtechnology,kr-gyeongsangnationaluniversity,kr",,,,,
231,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-gyeongsangnationaluniversity,kr",,,,,
232,"dongseouniversity,kr-dongseouniversity,kr	dongseouniversity,kr-dongseouniversity,kr",,,,,
233,"dongseouniversity,kr-dongseouniversity,kr	dongseouniversity,kr-dongseouniversity,kr",,,,,
234,"uppsalauniversity,se-seoulnationaluniversity,kr	seoulnationaluniversity,kr-injeuniversity,kr",,,,,
235,"koreaadvancedinstituteofscienceandtechnology,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-wonkwanguniversity,kr",,,,,
236,"chonnamnationaluniversity,kr-chonnamnationaluniversity,kr	chonnamnationaluniversity,kr-wonkwanguniversity,kr",,,,,
237,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-yeungnamuniversity,kr",,,,,
238,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-yeungnamuniversity,kr",,,,,
239,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-yeungnamuniversity,kr",,,,,
240,"pohanguniversityofscienceandtechnology,kr-universityofsoutherncalifornia,us	universityofsoutherncalifornia,us-changwonnationaluniversity,kr",,,,,
241,"koreaadvancedinstituteofscienceandtechnology,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-keimyunguniversity,kr",,,,,
242,"chungbuknationaluniversity,kr-chungbuknationaluniversity,kr	chungbuknationaluniversity,kr-changwonnationaluniversity,kr",,,,,
243,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr","koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-kyonggiuniversity,kr",,,,
244,"chung-anguniversity,kr-chung-anguniversity,kr	chung-anguniversity,kr-koreainstituteofscienceandtechnology,kr","chung-anguniversity,kr-koreainstituteofscienceandtechnology,kr	koreainstituteofscienceandtechnology,kr-kyonggiuniversity,kr",,,,
245,"seoulnationaluniversity,kr-soongsiluniversity,kr	soongsiluniversity,kr-kyonggiuniversity,kr",,,,,
246,"pohanguniversityofscienceandtechnology,kr-ecolenormalesuperieure,fr	ecolenormalesuperieure,fr-pohanguniversityofscienceandtechnology,kr","ecolenormalesuperieure,fr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-daegugyeongbukinstituteofscienceandtechnology,kr",,,,
247,"koreaadvancedinstituteofscienceandtechnology,kr-australiannationaluniversity,au	australiannationaluniversity,au-pohanguniversityofscienceandtechnology,kr",,,,,
248,"pennsylvaniastateuniversity,us-universityofmichigan,us	universityofmichigan,us-pohanguniversityofscienceandtechnology,kr",,,,,
249,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr",,,,,
250,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr",,,,,
251,"universityofillinoisaturbana-champaign,us-carnegiemellonuniversity,us	carnegiemellonuniversity,us-sriinternational,us","carnegiemellonuniversity,us-sriinternational,us	sriinternational,us-pohanguniversityofscienceandtechnology,kr",,,,
252,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-princetonuniversity,us","koreaadvancedinstituteofscienceandtechnology,kr-princetonuniversity,us	princetonuniversity,us-pohanguniversityofscienceandtechnology,kr",,,,
253,"georgiainstituteoftechnology,us-georgiainstituteoftechnology,us	georgiainstituteoftechnology,us-universityofmichigan,us","georgiainstituteoftechnology,us-universityofmichigan,us	universityofmichigan,us-pohanguniversityofscienceandtechnology,kr",,,,
254,"universityofillinoisaturbana-champaign,us-ibmcorporation,kr	ibmcorporation,kr-pohanguniversityofscienceandtechnology,kr",,,,,
255,"koreaadvancedinstituteofscienceandtechnology,kr-mohamedbinzayeduniversityofartificialintelligence,ae	mohamedbinzayeduniversityofartificialintelligence,ae-pohanguniversityofscienceandtechnology,kr",,,,,
256,"utrechtuniversity,nl-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-sejonguniversity,kr",,,,,
257,"pohanguniversityofscienceandtechnology,kr-maxplanckinstituteforinformatics,de	maxplanckinstituteforinformatics,de-pohanguniversityofscienceandtechnology,kr",,,,,
258,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-kthroyalinstituteoftechnology,se","koreaadvancedinstituteofscienceandtechnology,kr-kthroyalinstituteoftechnology,se	kthroyalinstituteoftechnology,se-universityofillinoisaturbana-champaign,us","kthroyalinstituteoftechnology,se-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-universityofwashington,us","universityofillinoisaturbana-champaign,us-universityofwashington,us	universityofwashington,us-pohanguniversityofscienceandtechnology,kr",,
259,"koreaadvancedinstituteofscienceandtechnology,kr-thecitycollegeofnewyork,us	thecitycollegeofnewyork,us-pohanguniversityofscienceandtechnology,kr",,,,,
260,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr",,,,,
261,"seoulnationaluniversity,kr-inriawillowteamatecholenormalesuperieure,fr	inriawillowteamatecholenormalesuperieure,fr-pohanguniversityofscienceandtechnology,kr",,,,,
262,"pohanguniversityofscienceandtechnology,kr-adoberesearch,us	adoberesearch,us-daegugyeongbukinstituteofscienceandtechnology,kr",,,,,
263,"purdueuniversity,us-purdueuniversity,us	purdueuniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
264,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr","koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-kyungpooknationaluniversity,kr",,,,
265,"universityofwaterloo,ca-universityofwaterloo,ca	universityofwaterloo,ca-universityofwesternontario,ca","universityofwaterloo,ca-universityofwesternontario,ca	universityofwesternontario,ca-pohanguniversityofscienceandtechnology,kr",,,,
266,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr",,,,,
267,"universityofnorthcarolinaatchapelhill,us-universityofnorthcarolinaatchapelhill,us	universityofnorthcarolinaatchapelhill,us-stateuniversityofnewyorkkorea,kr",,,,,
268,"universityofcalifornia,us-ibmwatsonresearchcenter,us	ibmwatsonresearchcenter,us-pohanguniversityofscienceandtechnology,kr",,,,,
269,"viennauniversityoftechnology,at-theuniversityofsydney,at	theuniversityofsydney,at-yonseiuniversity,kr",,,,,
270,"cornelluniversity,us-ecolepolytechniquefederaledelausanne,ch	ecolepolytechniquefederaledelausanne,ch-yonseiuniversity,kr",,,,,
271,"koreaadvancedinstituteofscienceandtechnology,kr-aaltouniversity,fi	aaltouniversity,fi-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
272,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-sejonguniversity,kr",,,,,
273,"pohanguniversityofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-yonseiuniversity,kr",,,,,
274,"seoulnationaluniversity,kr-ibmcorporation,us	ibmcorporation,us-yonseiuniversity,kr",,,,,
275,"yonseiuniversity,kr-pennsylvaniastateuniversity,us	pennsylvaniastateuniversity,us-yonseiuniversity,kr","pennsylvaniastateuniversity,us-yonseiuniversity,kr	yonseiuniversity,kr-yonseiuniversity,kr",,,,
276,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-purdueuniversity,us","koreaadvancedinstituteofscienceandtechnology,kr-purdueuniversity,us	purdueuniversity,us-yonseiuniversity,kr",,,,
277,"cornelluniversity,us-cornelluniversity,us	cornelluniversity,us-yonseiuniversity,kr",,,,,
278,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-pusannationaluniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-pusannationaluniversity,kr	pusannationaluniversity,kr-dongseouniversity,kr",,,,
279,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-yonseiuniversity,kr",,,,,
280,"koreaadvancedinstituteofscienceandtechnology,kr-universityofwaterloo,ca	universityofwaterloo,ca-kwangwoonuniversity,kr",,,,,
281,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-kwangwoonuniversity,kr",,,,,
282,"imperialcollegelondon,uk-universityofcalifornia,us	universityofcalifornia,us-kwangwoonuniversity,kr",,,,,
283,"koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kwangwoonuniversity,kr",,,,,
284,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kwangwoonuniversity,kr",,,,,
285,"yonseiuniversity,kr-universityofminnesota-twincities,us	universityofminnesota-twincities,us-theuniversityofsuwon,kr",,,,,
286,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kwangwoonuniversity,kr",,,,,
287,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kwangwoonuniversity,kr",,,,,
288,"ulsannationalinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-kwangwoonuniversity,kr",,,,,
289,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofsoutherncalifornia,us","seoulnationaluniversity,kr-universityofsoutherncalifornia,us	universityofsoutherncalifornia,us-dankookuniversity,kr",,,,
290,"pohanguniversityofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-incheonnationaluniversity,kr",,,,,
291,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-carnegiemellonuniversity,us","koreauniversity,kr-carnegiemellonuniversity,us	carnegiemellonuniversity,us-theuniversityoftexasatdallas,us","carnegiemellonuniversity,us-theuniversityoftexasatdallas,us	theuniversityoftexasatdallas,us-theuniversityoftexasatdallas,us","theuniversityoftexasatdallas,us-theuniversityoftexasatdallas,us	theuniversityoftexasatdallas,us-incheonnationaluniversity,kr",,
292,"universityofpennsylvania,us-losalamosnationallab,us	losalamosnationallab,us-incheonnationaluniversity,kr",,,,,
293,"yonseiuniversity,kr-universityofcalifornia,us	universityofcalifornia,us-incheonnationaluniversity,kr",,,,,
294,"koreaadvancedinstituteofscienceandtechnology,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-incheonnationaluniversity,kr",,,,,
295,"seoulnationaluniversity,kr-georgiainstituteoftechnology,us	georgiainstituteoftechnology,us-incheonnationaluniversity,kr",,,,,
296,"cambridgeuniversity,uk-smithkettlewellvisioninstitute,us	smithkettlewellvisioninstitute,us-sejonguniversity,kr",,,,,
297,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-sejonguniversity,kr",,,,,
298,"ewhawomansuniversity,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-sejonguniversity,kr",,,,,
299,"seoulnationaluniversity,kr-universityofhelsinki,fl	universityofhelsinki,fl-sejonguniversity,kr",,,,,
300,"yonseiuniversity,kr-theuniversityofutah,us	theuniversityofutah,us-sejonguniversity,kr",,,,,
301,"texasa&muniversity,us-texasa&muniversity,us	texasa&muniversity,us-chungbuknationaluniversity,kr",,,,,
302,"purdueuniversity,us-swissnationalsupercomputingcenter,ch	swissnationalsupercomputingcenter,ch-swissfederalinstituteoftechnology,ch","swissnationalsupercomputingcenter,ch-swissfederalinstituteoftechnology,ch	swissfederalinstituteoftechnology,ch-purdueuniversity,us","swissfederalinstituteoftechnology,ch-purdueuniversity,us	purdueuniversity,us-sejonguniversity,kr",,,
303,"universityofillinoisaturbana-champaign,us-nationalinstituteofhealth,kr	nationalinstituteofhealth,kr-sejonguniversity,kr",,,,,
304,"kwangwoonuniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-universityofottawa,ca","sungkyunkwanuniversity,kr-universityofottawa,ca	universityofottawa,ca-sejonguniversity,kr","universityofottawa,ca-sejonguniversity,kr	sejonguniversity,kr-hanyanguniversity,kr","sejonguniversity,kr-hanyanguniversity,kr	hanyanguniversity,kr-sejonguniversity,kr",,
305,"inhauniversity,kr-inhauniversity,kr	inhauniversity,kr-sejonguniversity,kr",,,,,
306,"kyungheeuniversity,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-sejonguniversity,kr",,,,,
307,"inhauniversity,kr-inhauniversity,kr	inhauniversity,kr-sejonguniversity,kr",,,,,
308,"inhauniversity,kr-inhauniversity,kr	inhauniversity,kr-sejonguniversity,kr",,,,,
309,"kwangwoonuniversity,kr-kwangwoonuniversity,kr	kwangwoonuniversity,kr-soongsiluniversity,kr","kwangwoonuniversity,kr-soongsiluniversity,kr	soongsiluniversity,kr-sejonguniversity,kr",,,,
310,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-donggukuniversity,kr",,,,,
311,"donggukuniversity,kr-koreauniversity,kr	koreauniversity,kr-donggukuniversity,kr",,,,,
312,"donggukuniversity,kr-donggukuniversity,kr	donggukuniversity,kr-kongjunationaluniversity,kr",,,,,
313,"donggukuniversity,kr-universityofflorida,us	universityofflorida,us-donggukuniversity,kr",,,,,
314,"koreauniversity,kr-pennsylvaniastateuniversity,us	pennsylvaniastateuniversity,us-pukyongnationaluniversity,kr",,,,,
315,"universityofsoutherncalifornia,us-universityofsoutherncalifornia,us	universityofsoutherncalifornia,us-donggukuniversity,kr",,,,,
316,"pohanguniversityofscienceandtechnology,kr-koreainstituteofscienceandtechnology,kr	koreainstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr","koreainstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-donggukuniversity,kr",,,,
317,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-kingscollegelondon,uk","koreaadvancedinstituteofscienceandtechnology,kr-kingscollegelondon,uk	kingscollegelondon,uk-donggukuniversity,kr",,,,
318,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-donggukuniversity,kr",,,,,
319,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-rutgersuniversity,us","seoulnationaluniversity,kr-rutgersuniversity,us	rutgersuniversity,us-donggukuniversity,kr",,,,
